X,Y,solid.E (Pa),ht.kxx (W/(m*K)),u (m),v (m),solid.sxx (N/m^2),solid.syy (N/m^2),solid.sxy (N/m^2),T (K),ht.tfluxx (W/m^2),ht.tfluxy (W/m^2),"d(solid.sx, x)+d(solid.sxy, y) (N/m^3)","d(solid.sxy, x)+d(solid.sy, y) (N/m^3)"
0.0,0.0,10,1.0,0.0,0.0,-2.1829275452644064,-4.1769818565918735,0.0,1.0,0.8912869276575464,1.4210854715202004e-14,-0.8737326638034768,-0.219993083797964
0.02000000000001,0.0,10,1.0,0.0069727296668704,0.0,-2.187899886388614,-4.081509942166546,-6.817856851870212e-05,0.9821405218241424,0.894669835704974,-1.3167464310015475e-06,-0.2545790774747657,-0.3371195188056732
0.0,0.0199999999999999,10,1.0,0.0,0.0018979678343264,-2.188782427962876,-4.182306333941098,-0.00033075690456051083,1.0,0.8878983272236354,3.552713678800501e-15,-0.8260076659701046,-0.0151193146403392
0.0199313778657801,0.0199446156419083,10,1.0,0.0069441977984462,0.0019289743683865,-2.1940316662607016,-4.089990541477427,0.0118918423883585,0.982268866424438,0.8913030375058518,-0.0067244371166879,-0.1686402966953437,0.0736873529479917
0.0400000000000098,0.0,10,1.0,0.0136897738384735,0.0,-2.20797212496602,-3.937952291849403,-3.149362757591527e-05,0.9641466626308772,0.904735384944228,9.893606998323534e-06,-0.4852811289827534,-0.7815170996968108
0.0398651040146919,0.0198880458230208,10,1.0,0.0136403028432409,0.0020515038940408,-2.2127078350727083,-3.955108122029225,0.0334565944571459,0.9643999129631792,0.901491990731122,-0.0132143003016124,-0.4734925358423992,0.1900284664767062
0.0600000000000096,0.0,10,1.0,0.0200601350058737,0.0,-2.25916761006918,-3.719372640549821,0.0001641245549232365,0.9458891436149726,0.9210499786396582,4.165606816836087e-05,-0.5382771769753141,-1.5709787864624178
0.0598072151682675,0.0198305480054304,10,1.0,0.0200080808875312,0.0023235146831167,-2.2585109125882887,-3.7488919834721086,0.0751931509254801,0.9462542301254804,0.9182908463050896,-0.0189305941705667,-0.769411215696438,0.0633752491903939
0.0,0.0399999999999999,10,1.0,0.0,0.0037826391759375,-2.200460959895981,-4.198591475686101,-0.0005345483726516936,1.0,0.8777050236201205,3.552713678800501e-15,-0.8036473160288512,-0.157912495933067
0.0198604479599253,0.0398906905091386,10,1.0,0.0069130761792835,0.0038380613713558,-2.2082442537342457,-4.11273961532657,0.0246510662010526,0.982533517850788,0.8811244621715831,-0.0135282569457686,0.0093908332830135,-0.0745117487302858
0.0800000000000094,0.0,10,1.0,0.0259315504890215,0.0,-2.3675237740608037,-3.393697610677741,0.00025634391341464115,0.9272550954578976,0.9423878363574368,8.360007149188498e-05,0.0677690240067308,-2.1083896422973214
0.0797635218345299,0.0197749619928691,10,1.0,0.0259032988145529,0.0028290444348499,-2.3596168017073227,-3.4309904880596926,0.1409828463985923,0.927704104852024,0.940717840705818,-0.0228686576625191,-0.079189972567071,-0.5016856170722891
0.0,0.0599999999999999,10,1.0,0.0,0.0056274853935945,-2.1980811812701337,-4.22975956150664,-0.0005141268101060306,1.0,0.8608332243289065,3.552713678800501e-15,-1.093773511065153,-0.391126340001114
0.0197926326966056,0.0598414827368531,10,1.0,0.0069152369418138,0.0057021162738813,-2.21307339193946,-4.149975252932697,0.0451704353647594,0.982928607232436,0.8639823021704278,-0.0201720991667815,0.13933916391584,-0.4653159374465819
0.1000000000000091,0.0,10,1.0,0.0310966938550293,0.0,-2.5473306494101,-2.9552275570652813,4.1928728888642384e-05,0.9081671421286258,0.966411803068187,0.00010248011764796285,1.11470497940428,-1.258627852982875
0.0997405777409995,0.01972644135165,10,1.0,0.0311037522944789,0.0036104612117346,-2.543507374758568,-2.9812570731562884,0.2039320776661302,0.9086548959809804,0.9662902732512716,-0.0240086410482955,1.4288967486281514,-0.4899695289106514
0.0,0.0799999999999999,10,1.0,0.0,0.0073683232360255,-2.147025050806111,-4.291526007813925,-0.00035437935867207586,1.0,0.8380744408243268,0.0,-1.5966522650205217,-0.2473407464936141
0.0197302747718677,0.0798031981935296,10,1.0,0.0070247303019354,0.0074657359060365,-2.1716751230521725,-4.214188324151024,0.0850102909315121,0.9834391783867628,0.8403274973897745,-0.0256649289686244,-0.1765010229957405,-0.3832685335842503
0.1200000000000089,0.0,10,1.0,0.0353709797964746,0.0,-2.772338230921561,-2.4477042345301907,0.0001216873859516463,0.8886019100755642,0.9900785712377776,7.902425087846776e-05,1.3765058764574052,0.794671671893808
0.1197417292217009,0.0196896385501408,10,1.0,0.0353905733700353,0.0045661037179482,-2.778820863057051,-2.447879717038253,0.2184968267288827,0.8890761572538244,0.9913384180303484,-0.0221849874204031,1.7735616139398167,0.5029194434374222
0.0,0.0999999999999999,10,1.0,0.0,0.008882017196255,-2.0168812024812395,-4.403816609437107,-0.0003868549302257062,1.0,0.8114279602533214,0.0,-1.384286893767284,0.5360972847892032
0.0196806188457298,0.0997844662564907,10,1.0,0.0073300870100347,0.0090050373229323,-2.0401594564322387,-4.333794803739082,0.1377566927676114,0.9840206003543116,0.8121072738075716,-0.0283861017727776,-0.4510372454815401,0.6875013225113946
0.098,0.098,10,1.0,0.0318096444981077,0.0143544250319582,-6.05703744610523,-7.594083715757594,3.977639068645576,0.9188864936230916,1.02472267912783,-0.4351527174746689,162.89723808848964,283.03600165999774
0.0987417412291738,0.0786960020116201,10,1.0,0.0316910847176652,0.0132133367786035,-2.6235878751101085,-3.809359515788227,1.0729999679898363,0.9139675675977864,0.9737158466971516,-0.1325932576582141,25.177875598865636,-6.453143309100597
0.1183333333333328,0.098,10,1.0,0.0334299340082015,0.0253992032942898,-3.2404643841455623,-1.0124207605570097,0.4251735273084002,0.8966014490902663,1.1036181414043524,-0.1280936179949914,-84.00047636952348,93.2790498256455
0.1187912298416121,0.0785370882276211,10,1.0,0.0354904268556286,0.0190248336489346,-3.345029272361092,-2.171074035786164,1.091253669898211,0.8937216974231774,1.0371005379810754,-0.1127316135716925,-35.97723783820147,33.5167352223536
0.1400000000000087,0.0,10,1.0,0.0387031058135347,0.0,-2.979403086755267,-1.9522430643085933,0.0006093592565752893,0.8685930973004778,1.0107590064839442,3.770921256068816e-05,0.5364402699230908,2.1684862450472258
0.139765279134676,0.0196656582685193,10,1.0,0.038703509160289,0.0054769228302486,-2.989693661816057,-1.929311722438253,0.1732966461138866,0.8690106406728697,1.01274663454766,-0.0183368222016521,0.5012098141419268,0.6660288974180458
0.1386666666666662,0.098,10,1.0,0.036334720102533,0.0299791549051887,-2.4460917391604595,-1.0279978035154924,0.1563877109978655,0.8744275355373697,1.0880177990283608,-0.0786375112187009,9.275937985012574,-1.8140573367465016
0.1389767581113902,0.0784826221145525,10,1.0,0.0380481146234825,0.0232445787711665,-3.03797139941914,-1.2133191990425265,0.3858961527625601,0.8725807777224922,1.057120866792307,-0.0745772258009643,0.561354507552374,-18.554887599371405
0.0,0.1199999999999999,10,1.0,0.0,0.0100141414283186,-1.808707479405839,-4.564987547918775,-0.00029945349490901035,1.0,0.7840650210433028,3.552713678800501e-15,0.0338102576000571,1.0929266024801612
0.0196428696953883,0.1197902718862944,10,1.0,0.0078343088287686,0.0101437572185465,-1.816376732313635,-4.507589878820015,0.1688990946586595,0.9846070935664234,0.7829560760246805,-0.0271852972373455,0.2116550948632926,1.4409599510478812
0.0786220159443832,0.0988215103292108,10,1.0,0.027166382114229,0.0115132210686426,-2.806185540325113,-4.30407597566363,0.7701817468487842,0.9357379216085364,0.8216841020161639,-0.1761675713972032,-4.503931769663888,10.412806264081585
0.0784738551140786,0.1188899853478042,10,1.0,0.0306322737331078,0.01206084691622,-1.817774608680878,-4.992720296323467,1.0174980547189,0.9391872569357764,0.7466880589027408,-0.1514474269117419,34.083675746723664,-25.16651879795647
0.098,0.1184,10,1.0,0.0392487950425918,0.0117615973794649,-0.8420324684062994,-5.460121879000268,0.5173192353734877,0.9252377824643344,0.6583721639318131,-0.200066034263346,91.03101717386532,-86.53488780187412
0.1600000000000085,0.0,10,1.0,0.0412055834079585,0.0,-3.1228677123690534,-1.5422000626470564,0.0007005726307266031,0.8482145153629868,1.027071062728414,7.978823131443713e-06,-0.2694934945710727,2.038093921519553
0.1598057237681711,0.0196520637785111,10,1.0,0.0411827935535072,0.0061614643192798,-3.123801116669826,-1.5138786476088557,0.1043126407535925,0.8485493369072936,1.02920288897533,-0.0137704182021073,-0.4624471157320836,0.1104254818179882
0.1589999999999996,0.098,10,1.0,0.0393505862436632,0.0323081894351349,-2.503213164485169,-0.9746899815781086,0.0912183790152377,0.8523337375338969,1.0854575307199832,-0.0517073104611485,2.381402915939752,1.3702365401372243
0.1592071331323758,0.0784608342314989,10,1.0,0.0402860872035149,0.0255761762889101,-2.894018850265893,-1.0791911252343789,0.1327829777208661,0.8511145151362728,1.065405836086937,-0.0494508529903271,0.5527420184172713,-1.0605395561189657
0.0,0.1399999999999999,10,1.0,0.0,0.0106653005543615,-1.564885991776103,-4.735632146942016,0.0001874556867790995,1.0,0.7594427296318311,0.0,1.485723552612896,0.7666501860785555
